"Gm26825"
"H19"
"Zfp574"
"Asic4"
"Kif1bp"
"Pkd1"
"Flii"
"Gpm6a"
"Ptk7"
"RP23-357C16.1"
"Casz1"
"Aup1"
"Zscan20"
"Eftud2"
"Trim28"
"Cnot3"
"Osbpl3"
"Klhdc8b"
"Scn10a"
"Cct3"
"RP24-390N7.1"
"Dhx30"
"Depdc5"
"Fndc5"
"mt-Rnr1"
"Snapc2"
"Hmg20b"
"Dtd2"
"Prkcz"
"Camk2n2"
"Gstp1"
"Tecr"
"Pcdha4"
"Noxo1"
"Suds3"
"Zfp46"
"Ccdc136"
"Rpl13a"
"Aifm3"
"Ablim1"
"Pcdhga5"
"Slc41a1"
"Ccnyl1"
"Zfp609"
"Rpgrip1"
"Mtss1l"
"Tsc22d4"
"Itgb4"
"Cx3cl1"
"Soga1"
"Pcdhga9"
"Elfn1"
"Hspa12a"
"Csf1r"
"Cfap65"
"RP23-388H13.4"
"Slc38a7"
"Dsc2"
"Cxadr"
"Polrmt"
"RP23-85A17.4"
"Sorbs1"
"RP23-8J15.5"
"RP23-297M4.4"
"Calb2"
"Rpl37"
"St5"
"Fam181b"
"Chchd10"
"Abca3"
"Hoxb8"
"Rpl28-ps1"
"Nrsn2"
"Plac9b"
"Pcdhga7"
"Ngfrap1"
"Brap"
"Phka1"
"Slc6a15"
"Glra2"
"Sephs1"
"Cgnl1"
"C1qa"
"Gpr37l1"
"Pcdhgb7"
"Setd3"
"Hjurp"
"Rsph9"
"Cox6a1"
"Aldoc"
"Fabp1"
"Nxf1"
"Evl"
"Vps53"
"Skor1"
"Hoxa5"
"Prepl"
"RP23-356G2.1"
"Mturn"
"Dync1li2"
"Rbms3"
"Vstm2l"
"Ppp1r16b"
"Cap1"
"Krt80"
"Hap1"
"Ndufa3"
"Dgcr6"
"Lrrc73"
"C1ql1"
"Prdx2"
"Rasgrp2"
"Pbx4"
"Shank3"
"RP24-114K21.2"
"Dffa"
"Bglap3"
"Abca7"
"Enho"
"Arhgap1"
"Syne1"
"Kcnh6"
"Magi1"
"Wac"
"Phpt1"
"Rab3b"
"Wnt2b"
"RP24-180B11.5"
"Zfp236"
"Col16a1"
"Impdh1"
"Rnd2"
"Tmem59"
"Igf2os"
"Sez6l"
"Stfa3"
"Ptprn"
"Vegfb"
"Crabp1"
"Kif3c"
"Narf"
"Crmp1"
"Slc39a7"
"Bola2"
"Pttg1ip"
"Slc35a4"
"Clgn"
"Atg9a"
"Numb"
"Tyrobp"
"Emilin1"
"Sec11c"
"Scrg1"
"Tex10"
"Tcf20"
"Oprd1"
"Dnajc15"
"Cpeb1"
"Iars2"
"Adgrb2"
"Hdac2"
"RP23-191F22.11"
"Vps26a"
"Bcat2"
"RP23-115O21.3"
"Gm10563"
"Nnt"
"Gm8186"
"RP24-261H7.9"
"Nab2"
"Lbx1"
"Hcn2"
"Mapk8ip3"
"Phrf1"
"Alas2"
"Hoxa4"
"Pantr1"
"Cdc23"
"Runx3"
"Cabp7"
"Mfap2"
"Ndufaf3"
"Eif3f"
"Impa1"
"Ptpn23"
"Tmem91"
"Snrnp70"
"RP23-356D13.9"
"RP23-286D7.1"
"Gm11027"
"Mup3"
"Zfp277"
"Eif3m"
"AC126938.1"
"RP24-323I5.2"
"Cacng3"
"RP23-131O22.2"
"RP24-252B21.2"
"Pcdhga3"
"Mark2"
"Mdga1"
"Myo1c"
"Slc7a11"
"RP23-398F7.15"
"Rims1"
"RP23-8J15.1"
"Pak1"
"Grcc10"
"Pcdhga6"
"Rpl14"
"Hoxb5"
"Map4"
"Gm16702"
"Il11ra1"
"Kif5a"
"Yrdc"
"RP23-48M16.13"
"Dnajc7"
"Dhps"
"Foxk1"
"Capn6"
"Bdkrb2"
"Atraid"
"Rnasek"
"Cmtm5"
"Galnt16"
"Bpnt1"
"Elmsan1"
"Ttc17"
"Ptms"
"Deptor"
"Stat3"
"Scn4b"
"Serp2"
"Pgap3"
"Scand1"
"Nptn"
"Fut9"
"Usp4"
"Bean1"
"Chadl"
"Myh14"
"Rplp2"
"Csnk1d"
"Neurod2"
"B3gat1"
"Fbxo18"
"Nos1"
"Limd2"
"Kcnip3"
"Plagl1"
"Smg7"
"RP23-112A11.1"
"Rps8"
"Mast1"
"Ttc9b"
"Comtd1"
"Plac9c"
"RP23-180L12.1"
"Sec11a"
"Tnrc18"
"Heatr5a"
"Map3k12"
"Thy1"
"Sez6"
"RP23-156O5.5"
"AC152164.1"
"Pcdhga2"
"Kcnip1"
"Lonp2"
"Slc2a12"
"Bcl7c"
"Plcb3"
"Setd8"
"Ptov1"
"Grhl1"
"Trim9"
"Acd"
"Baiap3"
"Map2k7"
"Arap2"
"Apoe"
"Nme3"
"Pcdha12"
"Ttbk1"
"Adar"
"Slc25a42"
"Cyp2e1"
"Map3k9"
"Nphp3"
"Rps29"
"Gigyf1"
"Slc6a13"
"Plekhh1"
"Mtmr4"
"Gtpbp2"
"Krtcap2"
"Slc39a12"
"Vezf1"
"Irx3"
"Pak6"
"Nptx2"
"Kpna2"
"Ano6"
"Ehmt2"
"Stk24"
"AC103360.3"
"Phyhip"
"Rps23-ps1"
"Safb"
"Lenep"
"Ssb"
"Camkv"
"Rcan2"
"Fth1"
"Gm26821"
"Mmp28"
"Cox5b"
"Lamb2"
"Cpsf1"
"Cyp51"
"Klhdc7a"
"RP24-83D14.4"
"Fbxl2"
"Sh3pxd2a"
"Ngp"
"Icmt"
"Unc13b"
"Rps16-ps2"
"Ctdnep1"
"RP23-177J21.10"
"Trim46"
"Zfp862-ps"
"Gad2"
"Ufsp1"
"Plekhm2"
"Plvap"
"Tmem147"
"Trafd1"
"Tro"
"Rbfox1"
"Retnig"
"Ern1"
"Laptm5"
"Fam57b"
"Ldlr"
"Dlg5"
"Calr"
"AC151602.13"
"Csnk2b"
"Plxnb1"
"Tsn"
"Kcnk18"
"Snhg20"
"Zadh2"
"Hoxd9"
"RP23-359B23.5"
"Mobp"
"Lsm14a"
"Atp2b3"
"Cox8a"
"Stxbp1"
"RP23-242C19.7"
"Vps16"
"Man2a1"
"Kdm5c"
"Pex5"
"Kcne1l"
"Ndufs1"
"Usp10"
"Zfp408"
"Timm10b"
"Cul4a"
"Hdlbp"
"Ppp1r3b"
"Pja2"
"Olfr1033"
"RP24-511F2.4"
"Ankrd13d"
"RP23-395K11.2"
"Cdc42bpb"
"St8sia1"
"Haus7"
"RP24-439O10.3"
"Dhcr7"
"Ptrf"
"Zmat3"
"Micall1"
"Olfm2"
"Lrrc42"
"Dhrs7"
"Rabac1"
"Gnal"
"Alad"
"Metrn"
"Map7"
"Tenm1"
"Mut"
"Pi4ka"
"Cabin1"
"Lgi4"
"Mcm3"
"Aqp4"
"Ebf1"
"Xpo5"
"RP23-201C3.1"
"Mmp24"
"Cuta"
"Ndufb9"
"Snrpd2"
"Gosr2"
"RP24-482A24.3"
"Stoml2"
"Fbxl17"
"Hmgcll1"
"RP24-162O18.3"
"Rwdd1"
"Enpp4"
"Apba1"
"Baalc"
"Apeh"
"H1fx"
"Gm2a"
"Yipf3"
"Rpl8"
"RP23-47P18.9"
"Mesdc2"
"Ndufb7"
"RP24-263E2.3"
"Cep164"
"Ildr2"
"Eef1d"
"Tceal6"
"Trub2"
"Oplah"
"RP23-392P11.4"
"Pcp4l1"
"Pdpr"
"Dnajc14"
"Tmem176a"
"Car13"
"Rapgefl1"
"Eif2a"
"RP23-73B23.4"
"RP23-414K1.4"
"Kcna1"
"Mt3"
"Sec24d"
"Lor"
"Mrpl43"
"Gstm5"
"Rnf26"
"RP23-371A16.2"
"Atl1"
"RP24-455C11.4"
"Nt5dc2"
"mt-Tp"
"Mrs2"
"Rnpepl1"
"Tmub2"
"Bmp6"
"Dusp3"
"Gm10401"
"RP23-328D16.1"
"Pcdhga12"
"Rps2"
"Cib2"
"Fkbp2"
"Cpne1"
"Cacng8"
"Marcksl1"
"Ipo9"
"Atrnl1"
"Ginm1"
"Eif4g1"
"Zfp787"
"Ide"
"Lime1"
"Pcdhga10"
"Spred3"
"Ahcyl2"
"Atg14"
"Ssr2"
"Myl6b"
"Aspscr1"
"Manf"
"Gon4l"
"Dap3"
"Tmem8b"
"Pabpc4"
"Ndufb10"
"Kansl1"
"Sstr4"
"Fam150b"
"Gabpb2"
"Pygb"
"Asb2"
"Rab43"
"Cc2d2a"
"Cd63"
"Rps11"
"Prr7"
"B3gat2"
"Shc2"
"RP23-132N23.23"
"Pold1"
"B4galt2"
"Gpx5"
"Bmyc"
"RP23-256L12.2"
"Ksr2"
"Gpd1l"
"Mir124a-1hg"
"Nenf"
"Atxn1l"
"Pop1"
"Xpot"
"Kifc3"
"Snrpa"
"Mif"
"Edf1"
"Olig1"
"Ndrg4"
"Cacng2"
"Bphl"
"Cbx4"
"Csnk2a2"
"Thrap3"
"Kctd10"
"Clstn2"
"Bmp7"
"Ercc1"
"Vamp1"
"Ciart"
"RP23-41J14.5"
"2310039H08Rik"
"Strada"
"Abi2"
"Vcl"
"4-Sep"
"Epha5"
"4-Mar"
"Slc1a1"
"Mrto4"
"Pcdhgb5"
"Fcho1"
"Poldip3"
"Ctsb"
"Acap3"
"Gadd45gip1"
"RP23-103I12.8"
"Zfp397"
"Adamts3"
"RP23-168M5.3"
"Hoxc8"
"Isl1"
"Resp18"
"Rpl29"
"9-Sep"
"Clic4"
"RP23-127B8.5"
"Wdr18"
"Vps51"
"Hid1"
"Vat1l"
"Plxna4"
"Dopey2"
"Bax"
"Faxc"
"Trabd"
"Endov"
"Comt"
"Camk2g"
"Rbm17"
"Gja3"
"Ajap1"
"RP23-33N12.1"
"Cald1"
"RP23-442G9.5"
"Zbtb16"
"Drap1"
"Higd2a"
"Zkscan17"
"Mt2"
"Fgf11"
"Tmprss5"
"Lmbr1l"
"Dpysl3"
"RP23-97O7.11"
"Ccdc85b"
"Ptger3"
"RP24-93F20.4"
"Stfa2"
"Ccdc24"
"Dnmt3a"
"Unc119b"
"Sfrp5"
"Atox1"
"Arrb1"
"Xpo4"
"Nkain4"
"Shank1"
"Npr1"
"Ano10"
"Smg5"
"Pde4d"
"Erp29"
"Slc45a3"
"Timm13"
"Npdc1"
"Sbf1"
"Arhgef11"
"Trf"
"RP23-32A8.1"
"Naa10"
"RP24-63G4.14"
"Arid1b"
"Arhgef40"
"Igfbp3"
"Dad1"
"Fbf1"
"Gja4"
"Rps19bp1"
"Rpsa"
"Insrr"
"Mir124-2hg"
"Ppib"
"Mab21l1"
"Zc3h4"
"Sh3bgrl3"
"Rpph1"
"Emid1"
"Agtrap"
"Bahd1"
"Pi16"
"Sidt1"
"Ston1"
"Kif13b"
"RP23-353J21.9"
"Tada3"
"Lix1"
"Erlin2"
"Dusp4"
"Eml5"
"Epha8"
"Srp54b"
"Rdh13"
"Soga3"
"Specc1l"
"Ccnf"
"Fars2"
"Gm22009"
"Tmem178b"
"Cyb5d1"
"Mxd4"
"RP23-284J4.2"
"Stab1"
"Crnde"
"Sntb2"
"Meis1"
"AC131980.1"
"Nipa1"
"Cpm"
"Tuba4a"
"RP23-24J10.5"
"Fgfbp1"
"Tmem145"
"Rgag1"
"Cdc16"
"Rpl3l"
"Ncoa7"
"Celf2"
"Mrps26"
"Trem2"
"Plcxd2"
"Gpaa1"
"Synj2"
"RP23-196B19.3"
"Grid1"
"Npy"
"Nkd1"
"Ncan"
"Supt16"
"Garnl3"
"Hs3st4"
"Susd6"
"Dusp22"
"Stx6"
"Atp8a1"
"Mup20"
"Egr3"
"Zfp146"
"Mgat5b"
"Tomm6"
"Polr2i"
"Dgkg"
"Pcdhgb2"
"Wars2"
"B3gnt2"
"Lrtm2"
"Vipas39"
"Fbxw11"
"Crym"
"Lhfp"
"Tm2d3"
"Slc1a6"
"Cuedc2"
"Kank3"
"Mars"
"Xylt2"
"Ptprf"
"RP23-99G21.3"
"Tmem63c"
"Stk11ip"
"Smarcd3"
"Rell2"
"Brd3"
"Grn"
"Tbc1d16"
"Ddrgk1"
"2410015M20Rik"
"RP24-400C14.2"
"Hspa8"
"Tjp1"
"C1qtnf1"
"Antxr2"
"Fmod"
"Ndufa13"
"Ubtd2"
"Kansl3"
"Usp30"
"Rpl23a"
"RP23-388K12.2"
"Ahr"
"Zfp84"
"Tmem97"
"Ndufa8"
"Dedd"
"Rgp1"
"Rpl24"
"Samd1"
"Fam131b"
"Phex"
"Gpatch2l"
"Ptpn14"
"Clec2l"
"Lrrfip1"
"Jcad"
"Ss18l2"
"Zfp568"
"Socs7"
"Glrx5"
"Elob"
"Zswim8"
"Oscp1"
"RP23-443L2.4"
"Abcc1"
"Mapt"
"Atp2c1"
"Mug1"
"Ctsz"
"Deaf1"
"Mrps24"
"Vmn2r97"
"Cops6"
"Npr3"
"Bach2"
"Lin7b"
"Pfn1"
"Penk"
"Kdelr2"
"Mea1"
"Oprl1"
"Brf1"
"Gar1"
"Nudt21"
"Tril"
"Neurod6"
"Rnf219"
"Kif26b"
"RP23-197K11.5"
"Rbfox2"
"Smdt1"
"Gart"
"Gpr35"
"RP24-159I10.2"
"Rpl37rt"
"AC079042.1"
"Fxyd7"
"Glmp"
"AC129188.1"
"Stra6"
"Tmem261"
"Slc12a5"
"C1qbp"
"Ccdc8"
"Plxdc2"
"Snw1"
"Rpl13"
"Lpcat4"
"RP23-432E14.7"
"Bgn"
"Klhl29"
"Tmem59l"
"Btbd17"
"Vkorc1"
"Ubn1"
"Taf10"
"Celf3"
"Id1"
"Gfra4"
"RP23-37J21.3"
"Dock4"
"Ndufc1"
"Ndor1"
"Fibp"
"Prr12"
"Psd"
"RP23-231J3.3"
"Hsd17b12"
"C1qc"
"Rps28"
"Snx29"
"Dctpp1"
"Lmo1"
"Ltbp4"
"Golgb1"
"Trex1"
"Dhx32"
"Hes5"
"Sardh"
"Cers4"
"RP24-300L5.2"
"Clasp2"
"Inpp5f"
"Lbp"
"Mrpl57"
"RP24-116C1.8"
"Ttc9c"
"Gpx3"
"Sertad4"
"Aldh1a1"
"Tgfb1"
"Cck"
"Cyp4a14"
"Tdg"
"Phf21a"
"Ly6h"
"Slc24a2"
"Ggt7"
"Prrt4"
"Stx1a"
"Thbd"
"Pcdhac2"
"Extl3"
"Mafg"
"Zfp511"
"Snrpf"
"Mpc2"
"Spint2"
"Rps19"
"RP23-315I4.2"
"Arfgef3"
"Ppp1r14b"
"Smoc1"
"RP23-162H6.1"
"Crtap"
"Rnf125"
"Med10"
"Carm1"
"Rpl10a"
"Zfp580"
"Cdc37"
"Rps4l"
"Cldn1"
"Cyba"
"Asah1"
"Polr2f"
"Krba1"
"RP23-278C10.11"
"Rimklb"
"Akr1b7"
"Rpl27"
"Csnk1e"
"Agpat3"
"Dnajc11"
"RP23-340C13.9"
"Psenen"
"Alg3"
"Dpm3"
"Atp2b1"
"Ccl27a"
"Rab3d"
"Dnah8"
"Spg11"
"Arhgap19"
"Ddx23"
"Dixdc1"
"Ddb1"
"Pitpnc1"
"Acot1"
"Thbs1"
"Dab2ip"
"Dok4"
"Cab39l"
"Met"
"Ndufa7"
"Tm9sf1"
"Sult1a1"
"Polm"
"Mycl"
"Yif1a"
"Cln8"
"RP24-262G23.6"
"Trim32"
"Mast2"
"Gapdh"
"Ramp2"
"Rps23"
"Mtmr11"
"Omg"
"Gpx1"
"Rcn2"
"Fh1"
"Usp48"
"Rpl18"
"Uba52"
"Scg5"
"Plcg1"
"Duxbl2"
"Cep131"
"Mum1"
"C2cd5"
"Pou4f2"
"Taco1"
"Mdm4"
"Ngfr"
"Mydgf"
"AC152939.2"
"Rnf41"
"Aes"
"Irs2"
"RP23-155A10.1"
"Ttf1"
"Ikbkg"
"Mir5125"
"Neat1"
"Prpf40b"
"Myt1l"
"Tbcb"
"Ccm2"
"Gnaq"
"Mrpl17"
"RP24-202L5.2"
"Carmil3"
"RP23-88A13.2"
"RP23-198E14.7"
"Ctdp1"
"Hdac4"
"Sox3"
"Kif21a"
"Prkar1b"
"Nbas"
"Inpp4a"
"Rragb"
"Zfp866"
"Cnih3"
"Psmb6"
"Ulk3"
"Bod1"
"Sf3b5"
"Flywch2"
"Pou3f3"
"Stim1"
"Dpp8"
"Slc38a10"
"Camsap1"
"RP23-371A16.3"
"Zfp933"
"G6pc3"
"Cttnbp2nl"
"Sepw1"
"Tst"
"Anapc13"
"Cbx3"
"Gm5093"
"Psmg4"
"Cdk9"
"Eva1b"
"Itgav"
"Gjb6"
"C1qb"
"S100a16"
"L1cam"
"Wfs1"
"Aldh3a2"
"Agpat1"
"Mrps18a"
"Cux1"
"Uap1l1"
"Cic"
"RP24-576O9.2"
"Ppdpf"
"Bglap2"
"Dock5"
"Rapgef5"
"Szrd1"
"Cyp4a10"
"RP23-206E1.1"
"Desi2"
"RP23-98C9.5"
"Kdm2b"
"Clpp"
"Atp6v1d"
"Ssbp3"
"Elavl4"
"Lnpk"
"Stfa2l1"
"Pik3r4"
"Ddx17"
"Rragd"
"Arhgap33"
"Gjb2"
"Ftl1"
"S100a13"
"Cryab"
"Wdr4"
"Frmpd1"
"Lrrc16a"
"Panx2"
"Htra1"
"Hoxb2"
"Nkain1"
"Gfra2"
"Tmpo"
"AC074336.1"
"Hnrnpl"
"Ptp4a3"
"Plch2"
"Kdm5b"
"Slc44a2"
"Borcs6"
"Gfod2"
"Ndufs3"
"Tbx3"
"Rplp1"
"Mfn2"
"Mpzl2"
"AC166328.1"
"9130011E15Rik"
"Hpcal4"
"Cox5a"
"Ddi2"
"Bves"
"RP23-382K4.2"
"Spsb1"
"Ttc9"
"Polr2l"
"Rnf31"
"Rab5b"
"RP23-168E14.5"
"Zfp629"
"A4galt"
"Rgs17"
"Tbc1d8"
"Irgq"
"Htt"
"Xpo7"
"Alox5"
"Ilf3"
"Peg13"
"Supt4a"
"Naa25"
"Ctxn2"
"RP23-188K3.6"
"Map1lc3a"
"Slc22a17"
"Nup205"
"Pcdhga8"
"Galt"
"RP24-192J22.1"
"Ndufab1"
"Pacsin1"
"Pde2a"
"Gnb2l1"
"Trim36"
"Cep63"
"Pqbp1"
"Clca1"
"Mboat7"
"Kdm4a"
"Dpm2"
"RP24-128N20.2"
"Rnf145"
"Ubap2l"
"RP23-32M15.2"
"Cep120"
"Polr2c"
"Mapk7"
"Snrk"
"Vti1b"
"Rpl41"
"Slc6a7"
"Moap1"
"Chordc1"
"Slc48a1"
"Klf7"
"RP24-310M4.2"
"Scarb1"
"Vps37d"
"Fam163b"
"Ccdc62"
"Immt"
"Spry4"
"Slc15a2"
"Rab3a"
"Mmd2"
"RP23-68E4.3"
"Kank2"
"Mup11"
"Etnk1"
"RP23-360O1.1"
"Sssca1"
"Gja1"
"Kif3b"
"Fbxl15"
"Shisa4"
"Scamp5"
"Lmntd1"
"RP23-205D10.4"
"Nefl"
"Pdxp"
"Zbtb34"
"Srm"
"Myo5a"
"Pou4f1"
"Acox1"
"Pop5"
"Wrap53"
"Pcif1"
"Cml1"
"Trappc2l"
"Rnpep"
"Skap2"
"Ap2s1"
"RP23-20K24.6"
"Gm26848"
"Hopxos"
"RP23-8J15.2"
"Acaa1a"
"Zbtb4"
"Cnst"
"Jrkl"
"Sync"
"Scn3b"
"Dclk3"
"Cdc42bpg"
"B4galnt3"
"Snx17"
"Rapgef1"
"Trappc10"
"Rab7b"
"RP23-3F1.8"
"Arhgef37"
"Ppp1cb"
"Eif5a2"
"Pfkl"
"Emc6"
"Arrdc4"
"Rax"
"Aldh5a1"
"Mrpl28"
"Kctd9"
"Tmbim6"
"Tmem98"
"Creld2"
"Kcnn1"
"Aox1"
"Cox7c"
"Arhgdig"
"Chrm4"
"Rasa4"
"Fstl1"
"Psmd11"
"Fxyd1"
"RP23-50E10.1"
"Ifnar2"
"Rps6ka2"
"RP24-66D20.1"
"Stx16"
"RP23-106P7.2"
"Oaz1"
"Apoa1bp"
"Fam193b"
"Decr2"
"Vps45"
"Rpl38"
"Thap4"
"Ppp1cc"
"Gm26723"
"Kcnk1"
"H2-Ke6"
"Dhrs1"
"Gna13"
"Sema4g"
"RP24-242N1.1"
"RP23-43M12.2"
"Hlx"
"Lmo3"
"Gtf2h4"
"Plekhm3"
"Chkb"
"RP24-120B18.2"
"Gbx1"
"Asb3"
"Fa2h"
"Ap4s1"
"Psd3"
"Garem1"
"Btaf1"
"Tmem134"
"Kdm6b"
"Sestd1"
"Eif4e"
"Mrpl19"
"Tm2d2"
"RP23-153M14.4"
"Ift81"
"RP23-191F22.7"
"Fam173a"
"Usp37"
"Col12a1"
"mt-Nd1"
"Fgd3"
"Mtus1"
"Psme1"
"Sec61b"
"Slc52a3"
"Ndufs6"
"Foxf2"
"Tnxb"
"Rpl17"
"Zfp410"
"Cxx1a"
"Gpam"
"Sned1"
"Tmem74"
"RP23-19M11.3"
"Crbn"
"Yif1b"
"Kitl"
"Mospd3"
"Kcnk5"
"Vegfa"
"Dab2"
"Obsl1"
"E2f3"
"Alg9"
"Wdr48"
"Ttpa"
"Adgrd1"
"St6gal2"
"Gbgt1"
"RP23-85B15.7"
"RP23-45K23.6"
"Vps28"
"Fdx1l"
"Teddm1a"
"Spg7"
"Bnc1"
"Tnfrsf11b"
"Ssbp2"
"Ifnar1"
"Mcm3ap"
"Syngap1"
"Eepd1"
"RP23-350C1.3"
"Zfp169"
"Mrpl34"
"Shisa6"
"Gdi2"
