GeneID,BaseMean,log2(FC),StdErr,WaldStats,Pval,AdjP
Bcl3,22.44550528,2.004143948,0.353165509,5.674800906,1.39E-08,1.02E-07
Fhod3,405.4993541,-1.169274986,0.206068122,-5.674215749,1.39E-08,1.02E-07
Fbxw8,2460.141384,-0.43132142,0.076052899,-5.671334399,1.42E-08,1.04E-07
Tango2,2212.448317,-0.853649747,0.150522108,-5.671258252,1.42E-08,1.04E-07
Kcnv1,2919.035085,-2.216226823,0.390824137,-5.670649817,1.42E-08,1.05E-07
Akr7a5,630.5364391,-0.708615835,0.125017341,-5.668140331,1.44E-08,1.06E-07
Necab3,330.8006858,-1.776909415,0.313550537,-5.667059068,1.45E-08,1.07E-07
Bean1,1832.493412,-0.816729038,0.144142729,-5.666113319,1.46E-08,1.07E-07
Jhy,393.2112423,-1.056702255,0.186523233,-5.665258098,1.47E-08,1.08E-07
6430553K19Rik,41.88221596,1.378161171,0.243276728,5.664993849,1.47E-08,1.08E-07
Shf,237.7870222,1.17407512,0.207446015,5.659665819,1.52E-08,1.11E-07
Cryba2,7.017531631,-3.420339709,0.604464822,-5.65845949,1.53E-08,1.12E-07
Ipw,12.3465497,-2.660889012,0.47037574,-5.656943561,1.54E-08,1.13E-07
Akr1c12,6.188403631,3.566430551,0.630525321,5.656284423,1.55E-08,1.13E-07
Chrna7,1126.198456,-1.115006993,0.197156351,-5.655445472,1.55E-08,1.14E-07
Adamts15,505.6490087,-1.020021367,0.180396964,-5.654315592,1.56E-08,1.14E-07
4930546K05Rik,13.75417514,2.469015419,0.436852046,5.651834387,1.59E-08,1.16E-07
Plau,288.086427,0.776038897,0.137308499,5.651790715,1.59E-08,1.16E-07
Kdm2b,577.6273041,0.818209272,0.144787657,5.651098216,1.59E-08,1.16E-07
Dis3l2,711.4638098,0.646968103,0.114512772,5.649746225,1.61E-08,1.17E-07
Hs3st4,99.99407336,1.667915645,0.295235485,5.649441654,1.61E-08,1.17E-07
Mpzl3,229.4837152,-0.780964045,0.138266646,-5.648246113,1.62E-08,1.18E-07
Hist1h2bj,27.94798761,-1.666852647,0.295129016,-5.647877893,1.62E-08,1.18E-07
Tbrg4,1169.809207,-0.545943047,0.096662854,-5.64790947,1.62E-08,1.18E-07
Creg2,2752.254668,-0.646408812,0.11447833,-5.646560449,1.64E-08,1.19E-07
Igf2os,10.00639619,3.26037981,0.57740707,5.646587957,1.64E-08,1.19E-07
St6galnac5,80.92966988,2.203334391,0.3903527,5.644470738,1.66E-08,1.21E-07
A930007A09Rik,117.5179719,0.848942652,0.150421988,5.6437404,1.66E-08,1.21E-07
Spg7,1321.972675,-0.734292644,0.130174133,-5.640849119,1.69E-08,1.23E-07
Usp43,8.489193761,3.141663054,0.557061947,5.639701424,1.70E-08,1.24E-07
Barx2,33.36122559,2.180557041,0.38670258,5.638847921,1.71E-08,1.24E-07
Znrf3,105.9835086,0.939953987,0.166733053,5.637478402,1.73E-08,1.25E-07
Dkk1,15.00682734,2.555815096,0.453490676,5.635871323,1.74E-08,1.26E-07
Stab1,7.724925822,3.191719836,0.56632303,5.635864459,1.74E-08,1.26E-07
Reps2,2465.361703,-0.867258298,0.153886527,-5.635699986,1.74E-08,1.26E-07
Bnip3,5421.477832,-1.011593992,0.179523879,-5.63487151,1.75E-08,1.27E-07
Tapt1,964.1252296,0.387895833,0.068909134,5.629091714,1.81E-08,1.31E-07
Slc5a11,16.02692156,-2.909185885,0.516892,-5.628227728,1.82E-08,1.32E-07
Hunk,42.18412803,1.414991322,0.251440431,5.627540943,1.83E-08,1.32E-07
Ikbke,30.3565028,1.681907839,0.298984188,5.625407321,1.85E-08,1.34E-07
Tmed8,3578.134179,-0.601295842,0.106889171,-5.625414011,1.85E-08,1.34E-07
Marveld3,20.86485531,-2.994468395,0.53234487,-5.625053535,1.85E-08,1.34E-07
Sipa1l1,297.0603621,1.312008312,0.233300076,5.623694323,1.87E-08,1.35E-07
Ggct,592.4932973,0.726594611,0.129210007,5.623361742,1.87E-08,1.35E-07
Lrrc3b,345.0908419,-0.969350492,0.172396012,-5.622812744,1.88E-08,1.36E-07
Stk19,528.8402289,-0.834703002,0.148488093,-5.62134638,1.89E-08,1.37E-07
Acad12,156.9008958,-1.13360477,0.201678659,-5.62084643,1.90E-08,1.37E-07
Slc37a4,449.0984584,-0.549976386,0.097915321,-5.616857294,1.94E-08,1.40E-07
Alkbh1,167.3430152,0.681790321,0.121384945,5.616761778,1.95E-08,1.40E-07
Usp3,332.3085347,0.76103921,0.135513449,5.615968121,1.95E-08,1.41E-07
Cyp2j12,211.0235303,-3.221584287,0.573800327,-5.614469238,1.97E-08,1.42E-07
Ccng2,506.6593905,-0.835954904,0.148921699,-5.613385494,1.98E-08,1.43E-07
Gdpd1,1707.019327,-0.540525591,0.096294564,-5.613251327,1.99E-08,1.43E-07
4-Sep,274.0350858,1.340164074,0.238750811,5.613233588,1.99E-08,1.43E-07
Rnf145,1511.592867,-0.86331614,0.153862704,-5.610951293,2.01E-08,1.45E-07
Zfp607a,15.20702464,2.303944443,0.410653289,5.610437087,2.02E-08,1.45E-07
Hist2h2aa1,563.8393677,-1.111838636,0.198258123,-5.608035725,2.05E-08,1.47E-07
Ift27,482.2252299,1.080429805,0.192754023,5.605225708,2.08E-08,1.49E-07
Clcn4,3435.458054,-0.455941394,0.081366124,-5.603577662,2.10E-08,1.51E-07
Fam3c,2121.063195,-0.507186999,0.090554644,-5.600894435,2.13E-08,1.53E-07
1600029O15Rik,18.80913972,2.112095494,0.377117017,5.600636929,2.14E-08,1.53E-07
Efna4,12.46799624,2.519525847,0.449870438,5.600558815,2.14E-08,1.53E-07
Klc2,6195.727821,-0.629420771,0.112416108,-5.599026532,2.16E-08,1.55E-07
Eaf1,1354.783148,-0.543770235,0.09716793,-5.596190385,2.19E-08,1.57E-07
Samsn1,40.49050761,-1.945005035,0.347568414,-5.596035074,2.19E-08,1.57E-07
Gpr108,796.0329423,-0.485819265,0.086817281,-5.595882081,2.20E-08,1.57E-07
Dynlt1f,1187.734579,0.736133778,0.1315614,5.59536291,2.20E-08,1.58E-07
Adamts2,174.8608133,-1.986860821,0.355205489,-5.593553265,2.22E-08,1.59E-07
9330179D12Rik,14.08935791,-2.84728875,0.509052861,-5.593306649,2.23E-08,1.59E-07
Galnt13,1524.457723,-0.709858346,0.126917551,-5.593066817,2.23E-08,1.59E-07
Rab12,473.0871274,0.774450977,0.138466832,5.593043211,2.23E-08,1.59E-07
Klhl36,110.3231107,0.960163447,0.171754271,5.59033228,2.27E-08,1.62E-07
Abcb8,1168.971209,-0.699511081,0.125138922,-5.589876174,2.27E-08,1.62E-07
Osbpl1a,901.9059964,0.53363575,0.095480904,5.588926456,2.28E-08,1.63E-07
Fam216a,1828.972098,0.705295584,0.126201745,5.588635765,2.29E-08,1.63E-07
Rbms3,4525.196101,-0.503824701,0.090252252,-5.582405896,2.37E-08,1.69E-07
Arl6ip5,3681.206523,-0.486694638,0.08718706,-5.582188889,2.38E-08,1.69E-07
Fam222b,659.9186078,-0.63216135,0.113262296,-5.581392696,2.39E-08,1.70E-07
Ensa,6758.093868,-0.471836905,0.084565761,-5.579526481,2.41E-08,1.72E-07
Reep5,33006.71063,-0.540495645,0.096878966,-5.579081504,2.42E-08,1.72E-07
Brd2,4597.810125,0.462863634,0.082998535,5.576768726,2.45E-08,1.74E-07
Slco1a5,8.720540851,3.518608743,0.631020852,5.576057797,2.46E-08,1.75E-07
Nfya,705.0757816,-0.639022928,0.114620747,-5.57510698,2.47E-08,1.76E-07
Ropn1l,49.9916342,1.189889482,0.21344737,5.574627045,2.48E-08,1.76E-07
Necab1,3515.984679,-0.873737277,0.156753916,-5.573942276,2.49E-08,1.77E-07
Elfn1,757.1734441,-1.245135433,0.223492693,-5.571257914,2.53E-08,1.80E-07
Sestd1,2265.901465,-0.783640731,0.140665786,-5.570940559,2.53E-08,1.80E-07
Zkscan17,161.5450034,0.914295664,0.164130026,5.570557002,2.54E-08,1.80E-07
Akr1b3,2079.621038,0.752536528,0.135210305,5.565674362,2.61E-08,1.85E-07
Svip,1405.379271,-0.726984317,0.130648853,-5.564414085,2.63E-08,1.87E-07
Glud1,3831.999842,-0.546344219,0.098192948,-5.563986323,2.64E-08,1.87E-07
Nectin2,1702.059954,-0.612230908,0.110047473,-5.563334527,2.65E-08,1.88E-07
Smim41,32.45006265,-2.041846723,0.367103215,-5.562050781,2.67E-08,1.89E-07
Bzw2,2934.678371,0.605786778,0.108917634,5.561879702,2.67E-08,1.89E-07
Ccdc88c,63.20837473,2.146753444,0.386026362,5.561157615,2.68E-08,1.90E-07
Clip2,3875.196501,-0.459411514,0.082636516,-5.559425004,2.71E-08,1.91E-07
Tfr2,56.34610941,-1.053680225,0.189528851,-5.559471401,2.71E-08,1.91E-07
Sesn1,362.9437587,-0.675614536,0.121567143,-5.557542282,2.74E-08,1.93E-07
Lmtk3,1164.364587,0.778415634,0.140117561,5.55544664,2.77E-08,1.96E-07
Ddias,245.3222209,1.111416941,0.200121339,5.553715306,2.80E-08,1.98E-07
Tubb4a,9607.018234,-0.814170849,0.14667225,-5.550953554,2.84E-08,2.01E-07
S100a16,149.1429823,1.62134652,0.292133197,5.550024917,2.86E-08,2.02E-07
Ankrd28,487.1650655,0.958855406,0.172774498,5.54975077,2.86E-08,2.02E-07
Arap1,339.2403118,0.970084266,0.174804071,5.549551911,2.86E-08,2.02E-07
Zfp853,14.48174188,2.56388702,0.462126361,5.548021579,2.89E-08,2.04E-07
Ang,66.82769383,1.518285284,0.273708427,5.547090027,2.90E-08,2.05E-07
Sfrp1,119.7211472,1.501550652,0.270701677,5.546883447,2.91E-08,2.05E-07
Eps15,15489.58757,-0.404456785,0.07292494,-5.546206609,2.92E-08,2.06E-07
Ube2k,2952.53087,-0.594480896,0.107189554,-5.54607118,2.92E-08,2.06E-07
Gjb2,6.932745155,3.698759009,0.666984585,5.545493995,2.93E-08,2.06E-07
Tecr,8378.148068,-0.724150403,0.130589669,-5.545234979,2.94E-08,2.06E-07
Cog3,918.385343,-0.484722721,0.087481947,-5.540831404,3.01E-08,2.12E-07
2810001G20Rik,456.0628754,0.930401648,0.167966605,5.539206137,3.04E-08,2.13E-07
Cpne4,3016.795892,-0.652355965,0.117772731,-5.539108727,3.04E-08,2.13E-07
Mapk14,1512.134701,-0.61975479,0.111886079,-5.539159065,3.04E-08,2.13E-07
Smarce1,1618.624565,0.500988205,0.090471823,5.537505347,3.07E-08,2.15E-07
Myrf,98.96374244,-1.145357262,0.206868881,-5.536633903,3.08E-08,2.16E-07
Nme4,143.7410262,1.148920695,0.207529583,5.536177909,3.09E-08,2.17E-07
Arsk,89.43140178,1.194232949,0.215769663,5.534758359,3.12E-08,2.18E-07
Map4k4,6335.502721,0.683245291,0.123448419,5.534662161,3.12E-08,2.18E-07
Tuft1,342.6695324,0.767361692,0.138669027,5.53376415,3.13E-08,2.20E-07
Mettl21a,375.2409726,-0.626996419,0.113341683,-5.531913774,3.17E-08,2.22E-07
Tspan15,1715.069385,-1.642932872,0.297003503,-5.531695273,3.17E-08,2.22E-07
Tkfc,425.9224427,-0.572771041,0.103566969,-5.530441303,3.19E-08,2.23E-07
Snhg4,310.1531834,1.014781582,0.183506154,5.529959397,3.20E-08,2.24E-07
Msc,123.2002567,-1.414506839,0.255859016,-5.528461975,3.23E-08,2.26E-07
Tor4a,253.8741677,0.975468819,0.17644907,5.528330742,3.23E-08,2.26E-07
Spty2d1,737.6056045,-0.778941365,0.140962873,-5.525861873,3.28E-08,2.29E-07
Galr2,32.27031671,-1.504583803,0.272345211,-5.524546581,3.30E-08,2.31E-07
Ufd1,2677.987618,0.478183336,0.086596807,5.521951145,3.35E-08,2.34E-07
Armcx6,367.8704386,0.58605379,0.106155395,5.520716051,3.38E-08,2.35E-07
Eif2b3,1100.036277,0.575862716,0.10430814,5.520784062,3.37E-08,2.35E-07
Bmp4,125.5825952,1.146881904,0.20775459,5.520368545,3.38E-08,2.36E-07
Prkch,56.24561893,1.228845353,0.222678365,5.51847664,3.42E-08,2.38E-07
Klhl13,552.2978855,0.639097401,0.115819019,5.518069555,3.43E-08,2.39E-07
Slc2a10,6.920088369,3.411171108,0.618296271,5.517049456,3.45E-08,2.40E-07
Glcci1,444.0445404,-0.655072357,0.118795337,-5.514293503,3.50E-08,2.44E-07
Fbxw5,1435.308385,-0.504215863,0.091458004,-5.513086227,3.53E-08,2.45E-07
Kctd12,47.09841939,2.344742392,0.425365759,5.512296988,3.54E-08,2.46E-07
Map1lc3b,8837.345084,-0.715856716,0.129900479,-5.510808881,3.57E-08,2.48E-07
Entpd1,13.81988471,2.850028104,0.517214133,5.5103446,3.58E-08,2.49E-07
Sri,3709.06344,-0.656672937,0.119214246,-5.508342815,3.62E-08,2.52E-07
Fzd6,39.29378999,1.837073191,0.33355254,5.507597664,3.64E-08,2.52E-07
Slc41a2,1021.96046,-0.579976496,0.105304746,-5.507600749,3.64E-08,2.52E-07
Tchp,376.8763181,0.807526996,0.146655851,5.506271941,3.67E-08,2.54E-07
Kctd8,3159.273272,-0.795729318,0.144516421,-5.506151583,3.67E-08,2.54E-07
B3galt1,1306.342759,-0.540593133,0.098200727,-5.504980979,3.69E-08,2.56E-07
Phldb3,6.776435539,3.099229195,0.563029752,5.504556706,3.70E-08,2.56E-07
Dmrtc1a,36.90896216,-1.407093839,0.255635197,-5.504304015,3.71E-08,2.57E-07
Pabpc4l,6.78972029,3.531472524,0.641730045,5.503049997,3.73E-08,2.58E-07
Rps6kb2,510.6470914,-0.496300803,0.09019921,-5.502274384,3.75E-08,2.59E-07
Tbc1d13,2451.596452,-0.598286572,0.108775172,-5.500212622,3.79E-08,2.62E-07
Cotl1,257.8656547,1.62206282,0.295022597,5.49809688,3.84E-08,2.65E-07
Fbl,1419.055791,0.787398304,0.143218849,5.497867855,3.84E-08,2.66E-07
Rnf103,1094.506073,-0.531034108,0.09659586,-5.497483115,3.85E-08,2.66E-07
Aldh1a2,8.074336102,3.314217429,0.603430822,5.4922906,3.97E-08,2.74E-07
Cacna1g,10.31216006,3.011895087,0.548417461,5.49197518,3.97E-08,2.74E-07
Tceal9,3034.697141,1.226514431,0.223358567,5.491235222,3.99E-08,2.75E-07
C130083M11Rik,129.468002,1.322603063,0.240919168,5.489820813,4.02E-08,2.77E-07
Cplx2,4639.23216,-1.676681966,0.305409164,-5.489953028,4.02E-08,2.77E-07
Hnrnpd,2396.951846,0.539029893,0.098187264,5.48981477,4.02E-08,2.77E-07
Psmd1,5480.040054,-0.485033152,0.088409147,-5.486232678,4.11E-08,2.83E-07
Bves,606.1675223,-1.107537897,0.20190476,-5.485447173,4.12E-08,2.84E-07
Spryd3,5657.357881,-0.504948338,0.092051321,-5.485508866,4.12E-08,2.84E-07
Ube4a,3903.766329,-0.488119172,0.089001492,-5.484393128,4.15E-08,2.86E-07
Dock6,114.9914902,1.426918352,0.260248227,5.482912857,4.18E-08,2.88E-07
Cbx7,240.5986075,-0.73926566,0.134876493,-5.481056353,4.23E-08,2.91E-07
Cst6,246.9352856,-1.06065743,0.193523656,-5.480763715,4.23E-08,2.91E-07
Armh4,2276.950616,-0.736892362,0.134458277,-5.480453717,4.24E-08,2.91E-07
Rflna,10.23814806,2.631785985,0.480219267,5.480383991,4.24E-08,2.91E-07
Fggy,458.2062191,0.57579433,0.105068969,5.480155885,4.25E-08,2.92E-07
Gosr2,3294.008948,-0.381714599,0.069657124,-5.47990752,4.26E-08,2.92E-07
Fbxw17,582.1261434,-0.731472934,0.133518614,-5.478434149,4.29E-08,2.94E-07
Ywhah,39454.80246,-0.467147163,0.085271444,-5.478354107,4.29E-08,2.94E-07
A4galt,1160.371321,-0.887527386,0.162033271,-5.477439159,4.32E-08,2.96E-07
Gas2l1,1873.789092,-0.6532476,0.119269529,-5.477070345,4.32E-08,2.96E-07
Tubb3,61227.11024,-0.810809505,0.148047377,-5.476689435,4.33E-08,2.97E-07
Lhx6,7.060342447,3.238387993,0.591505471,5.4748234,4.38E-08,3.00E-07
Bche,487.4291585,-1.014412513,0.185353547,-5.472851905,4.43E-08,3.03E-07
Rab33a,773.1101175,-0.690250636,0.126125879,-5.472712211,4.43E-08,3.03E-07
Vps4b,2709.667355,-0.455476155,0.083227203,-5.472683674,4.43E-08,3.03E-07
Rfk,2408.911137,-0.393642391,0.07194369,-5.471534656,4.46E-08,3.05E-07
Ppm1h,2816.99053,-0.669193687,0.122309587,-5.47131019,4.47E-08,3.05E-07
Kif3a,6840.465744,-0.363220204,0.06639217,-5.470828911,4.48E-08,3.06E-07
Oaz2,6834.154929,-0.555906652,0.101620242,-5.470432258,4.49E-08,3.07E-07
Mindy3,4944.627119,-0.620155365,0.113418406,-5.467854682,4.56E-08,3.11E-07
Gltp,235.470423,0.981039899,0.179466525,5.466422778,4.59E-08,3.13E-07
Il33,15.32963355,2.544270814,0.46546474,5.46608711,4.60E-08,3.14E-07
Zfp185,24.88907267,2.171142333,0.397281466,5.464997784,4.63E-08,3.16E-07
Snapc4,707.9375972,0.721153903,0.131986351,5.463852117,4.66E-08,3.17E-07
Syt13,225.9621006,1.629061716,0.298241534,5.462222837,4.70E-08,3.20E-07
Hspb2,8.337861263,3.056803037,0.559693337,5.461567676,4.72E-08,3.21E-07
Syngr3,8930.003351,-0.613927837,0.112435177,-5.460282564,4.75E-08,3.24E-07
Gm34746,83.95184747,1.729573093,0.316815555,5.459242978,4.78E-08,3.25E-07
Dync1i2,13737.66553,-0.596975307,0.109367937,-5.45841242,4.80E-08,3.27E-07
Dchs1,203.1156779,1.39038607,0.25477964,5.457210278,4.84E-08,3.29E-07
Galnt4,22.98505124,2.111474053,0.386963347,5.4565221,4.86E-08,3.30E-07
Utp11,676.0401441,0.784680888,0.143832357,5.455524093,4.88E-08,3.32E-07
Nptx2,7088.524842,0.828023177,0.151813185,5.454224395,4.92E-08,3.34E-07
Esyt1,7834.451016,-0.554689861,0.101728911,-5.452627523,4.96E-08,3.37E-07
Tmc5,23.09619059,-2.247931146,0.412551278,-5.448852703,5.07E-08,3.44E-07
Dock11,3204.66975,-0.69371686,0.127431249,-5.44385202,5.21E-08,3.54E-07
Cadps,12495.87205,-0.591514284,0.108671217,-5.443155072,5.23E-08,3.55E-07
E130308A19Rik,60.8333233,1.245338621,0.228824651,5.442327188,5.26E-08,3.56E-07
Mrgpra2b,1127.029522,-1.233485331,0.226737929,-5.440136723,5.32E-08,3.61E-07
Kcnab3,54.95250494,-1.340174815,0.246390285,-5.439235617,5.35E-08,3.62E-07
Dhx34,304.7849048,0.710006722,0.130597982,5.436582628,5.43E-08,3.68E-07
Trpc1,999.746715,-0.40093536,0.073790201,-5.433449866,5.53E-08,3.74E-07
Cubn,33.17530628,1.709962366,0.314737199,5.432984633,5.54E-08,3.75E-07
Ppp2r5b,8775.961302,-0.631179803,0.116180114,-5.432769717,5.55E-08,3.75E-07
Prrg1,361.0661051,-0.93621753,0.172367546,-5.43151858,5.59E-08,3.78E-07
Cpped1,1181.270339,-0.650968864,0.119874676,-5.430411865,5.62E-08,3.80E-07
Ceacam1,16.47670884,2.299214689,0.423593275,5.427882889,5.70E-08,3.85E-07
Tnni1,15.8210469,2.230926687,0.411003753,5.427995905,5.70E-08,3.85E-07
Zfp408,222.526884,0.759451239,0.13991501,5.427946865,5.70E-08,3.85E-07
Katna1,252.5025091,0.787691308,0.145266405,5.422391411,5.88E-08,3.97E-07
Nlrc3,20.45403642,1.923831047,0.354867906,5.421259608,5.92E-08,3.99E-07
Myorg,361.2851285,-1.096974122,0.202366663,-5.420725456,5.94E-08,4.00E-07
Il3ra,123.9513073,1.203018397,0.222053853,5.417687557,6.04E-08,4.07E-07
Slc9a8,1182.904993,-0.579886308,0.107041983,-5.417372641,6.05E-08,4.07E-07
Hmgn2,2487.408279,0.640509032,0.118242797,5.416896835,6.06E-08,4.08E-07
Tcaf1,7303.480655,-0.469953477,0.086757852,-5.41684085,6.07E-08,4.08E-07
Alcam,5565.795317,-0.632443216,0.116827467,-5.413480499,6.18E-08,4.16E-07
Tnfaip3,57.11706601,1.939932807,0.358362682,5.413322602,6.19E-08,4.16E-07
Rasl11a,85.88040479,1.11492127,0.205977638,5.412826753,6.20E-08,4.17E-07
Snupn,727.4838766,0.681451323,0.125907886,5.412300576,6.22E-08,4.18E-07
Gng5,532.7003366,0.917102317,0.169450314,5.412219641,6.22E-08,4.18E-07
Gnaq,8137.391351,-0.54632152,0.100947598,-5.411931833,6.23E-08,4.19E-07
Sez6l,93.37340317,1.967687706,0.363585141,5.411903527,6.24E-08,4.19E-07
Asap3,181.7231791,1.437403795,0.265681318,5.410255427,6.29E-08,4.22E-07
Clcc1,289.3446976,0.617755217,0.114245661,5.407253189,6.40E-08,4.29E-07
Paqr6,6.125897493,3.611613833,0.668300191,5.404178965,6.51E-08,4.36E-07
Stip1,6358.765875,-0.525663132,0.097282494,-5.403470971,6.54E-08,4.38E-07
Slc10a7,505.5342123,-0.73418192,0.135879703,-5.40317579,6.55E-08,4.39E-07
Syt6,864.0448559,-3.03357498,0.56146002,-5.403011565,6.55E-08,4.39E-07
Dlx3,21.00686994,2.03956929,0.377663111,5.400499096,6.65E-08,4.45E-07
Ist1,2085.422602,-0.3922821,0.072647204,-5.399823756,6.67E-08,4.46E-07
H2-M5,132.7701192,1.044699573,0.193509236,5.398706512,6.71E-08,4.49E-07
Sema6c,224.7980047,-0.885999792,0.164168809,-5.396882616,6.78E-08,4.53E-07
H19,941.4914929,3.657478175,0.677839224,5.3957901,6.82E-08,4.56E-07
Sema4f,4792.705014,-0.46260422,0.085747287,-5.39497211,6.85E-08,4.58E-07
Neurod1,33.23652057,1.894408574,0.351160354,5.394710856,6.86E-08,4.58E-07
Pacs1,1015.467314,0.991159113,0.183751615,5.394015776,6.89E-08,4.60E-07
Rab14,6332.794776,-0.343903824,0.063798317,-5.390484268,7.03E-08,4.69E-07
Smco4,109.721053,-1.187225035,0.220446685,-5.385542698,7.22E-08,4.82E-07
Hoxa9,1034.219452,-0.763561949,0.141857,-5.382617339,7.34E-08,4.89E-07
Peg3,4331.596143,-1.452071706,0.269822813,-5.381575011,7.38E-08,4.92E-07
AW011738,28.17038394,2.405268872,0.447089698,5.379835151,7.46E-08,4.97E-07
Cyth1,1153.636652,-0.594336818,0.110520539,-5.3776142,7.55E-08,5.03E-07
Snap91,9298.505461,-0.560651721,0.104256584,-5.377614528,7.55E-08,5.03E-07
Rassf8,286.9224756,0.652088545,0.121262261,5.37750607,7.55E-08,5.03E-07
Hrct1,7.062860983,3.204297887,0.596140353,5.375072951,7.66E-08,5.09E-07
Clec4d,5.07304577,3.395655141,0.631816562,5.37443199,7.68E-08,5.11E-07
Chst14,66.48629891,1.350605458,0.251342664,5.373562286,7.72E-08,5.13E-07
Chpf2,1963.793711,-0.565145626,0.105178216,-5.373219371,7.73E-08,5.14E-07
Enpp5,5622.199012,0.344645046,0.064164993,5.371231741,7.82E-08,5.19E-07
Pigh,668.7972935,-0.584665772,0.108850471,-5.371274606,7.82E-08,5.19E-07
Tspan9,585.239722,0.997273245,0.185685419,5.370767681,7.84E-08,5.20E-07
Dag1,1944.48325,0.919338504,0.1711806,5.370576484,7.85E-08,5.21E-07
Zswim9,389.0676296,-0.574215819,0.106928468,-5.370093003,7.87E-08,5.22E-07
Gpr153,588.9201097,-0.911598107,0.169768516,-5.369653491,7.89E-08,5.23E-07
Gjd3,11.1510696,2.689994059,0.501124399,5.367916762,7.97E-08,5.28E-07
Pak4,166.1647996,0.868632239,0.161840796,5.367201975,8.00E-08,5.30E-07
Cfap69,173.5292923,-0.728730085,0.135873856,-5.363284069,8.17E-08,5.41E-07
Ptpn21,169.299074,1.126297669,0.210025311,5.362675881,8.20E-08,5.43E-07
Coro2a,4249.107748,-0.548999565,0.102383262,-5.362200376,8.22E-08,5.44E-07
Brix1,861.2555913,0.784928397,0.146392588,5.361804233,8.24E-08,5.45E-07
Ifi211,7.395227819,3.215909796,0.599865643,5.36105015,8.27E-08,5.47E-07
Bmp2,9.38075006,2.930040852,0.54655774,5.360899021,8.28E-08,5.47E-07
Stard8,34.93279665,2.312614164,0.43139696,5.360756744,8.29E-08,5.48E-07
Sh2d3c,653.6755239,-1.10918413,0.206914275,-5.360597435,8.29E-08,5.48E-07
Cthrc1,527.839446,1.204414306,0.224708591,5.359894332,8.33E-08,5.50E-07
Snrnp35,271.9584528,-0.620024676,0.115698047,-5.358990007,8.37E-08,5.52E-07
Lgr6,17.47527909,2.009558383,0.375107333,5.357288979,8.45E-08,5.57E-07
Usp25,1182.632791,-0.569571631,0.106337044,-5.356286096,8.49E-08,5.60E-07
Irgm1,88.40863406,1.825034568,0.340916374,5.353320363,8.64E-08,5.69E-07
Fam155a,619.406491,-0.853214975,0.159431168,-5.351619662,8.72E-08,5.74E-07
Ranbp1,2909.132707,0.704596002,0.131664988,5.351430268,8.73E-08,5.75E-07
Wdr46,501.3183084,0.508269298,0.095014335,5.349395934,8.82E-08,5.81E-07
Klhl29,818.5424321,-0.696068689,0.130133457,-5.348883398,8.85E-08,5.83E-07
Lpar4,26.20053649,2.044205236,0.382348797,5.34644087,8.97E-08,5.90E-07
Ptgir,7728.727689,-0.953163165,0.178349583,-5.344353206,9.07E-08,5.97E-07
Wasl,1931.29105,-0.46846465,0.087733984,-5.339603066,9.32E-08,6.12E-07
Satb1,210.6457228,-0.979240698,0.183501616,-5.336414567,9.48E-08,6.23E-07
Ifrd1,2175.493718,0.703662857,0.131875168,5.335825301,9.51E-08,6.25E-07
Cox7a1,36.85372319,-1.868376967,0.350193678,-5.335267545,9.54E-08,6.27E-07
Hs6st3,193.7913472,0.94737366,0.177575627,5.335043311,9.55E-08,6.27E-07
Tcf15,20.26654592,1.747111505,0.327590857,5.33321204,9.65E-08,6.33E-07
Adgb,107.5801355,0.989405051,0.185542345,5.332502684,9.69E-08,6.35E-07
Bsdc1,824.6194214,-0.517414689,0.097036581,-5.332161178,9.71E-08,6.36E-07
Ptger1,563.1311539,-0.861325233,0.161563887,-5.33117424,9.76E-08,6.40E-07
Them6,4747.620448,-0.934684306,0.17532564,-5.331133011,9.76E-08,6.40E-07
Epha7,83.65706843,1.588028764,0.297954879,5.329762575,9.83E-08,6.44E-07
Poglut3,653.0858862,0.628425945,0.117920893,5.329216323,9.86E-08,6.46E-07
Serhl,56.12508063,1.482583708,0.278243764,5.328362755,9.91E-08,6.49E-07
Dact2,238.0542122,1.146729339,0.215222173,5.328118956,9.92E-08,6.49E-07
Auh,1351.599892,-0.858196096,0.161114281,-5.326629581,1.00E-07,6.54E-07
Setbp1,258.209042,1.321449293,0.248142306,5.325368789,1.01E-07,6.59E-07
Itga9,298.0753845,1.356695589,0.254874306,5.322998656,1.02E-07,6.67E-07
Trappc12,1513.192654,-0.712601185,0.133886365,-5.322432845,1.02E-07,6.69E-07
Antxr1,215.9542417,1.14529978,0.21522823,5.321326954,1.03E-07,6.73E-07
Kcna6,7733.897208,-0.696496204,0.130903793,-5.320672454,1.03E-07,6.75E-07
Ms4a4d,11.22758459,2.860728043,0.537723901,5.320068604,1.04E-07,6.77E-07
Acp5,12.22591512,3.150295987,0.592244461,5.319249387,1.04E-07,6.80E-07
Tbx15,16.14865997,2.196451526,0.413142186,5.316454242,1.06E-07,6.90E-07
Ltb4r1,12.14416348,2.896372368,0.544836499,5.316039534,1.06E-07,6.91E-07
Nuak2,251.9517028,1.002430726,0.188587943,5.31545501,1.06E-07,6.93E-07
B230303A05Rik,18.77480627,1.783764607,0.335668767,5.314061905,1.07E-07,6.98E-07
Surf4,4028.100289,-0.383037503,0.072099898,-5.312594217,1.08E-07,7.04E-07
Nipsnap1,2276.14328,-0.630293242,0.118675582,-5.311060895,1.09E-07,7.09E-07
