GeneID,BaseMean,log2(FC),StdErr,WaldStats,Pval,AdjP
Mapk7,2089.409123,-0.219095227,0.119743499,-1.829704573,0.067294127,0.193758221
4930432J09Rik,7.061941547,-0.507036948,0.277126482,-1.829622863,0.067306353,0.193759274
Sfi1,378.5470949,0.267706132,0.14634806,1.829242778,0.067363247,0.193888893
Rc3h1,1761.393207,0.328749667,0.179758593,1.828839791,0.067423612,0.194028457
Erh,3767.858211,-0.184753627,0.101039422,-1.82853012,0.067470029,0.194127839
Gm17769,36.09816107,-0.395643587,0.216450152,-1.827873919,0.067568476,0.194376861
Sumo2,7403.855026,-0.225340744,0.123300046,-1.827580372,0.067612554,0.194469417
Ccdc14,162.0778216,-0.259141791,0.141828042,-1.827154818,0.067676495,0.194619063
Efhd1,165.0512565,0.327725583,0.17940932,1.826692077,0.06774608,0.194716346
L3mbtl3,606.4336428,-0.149618233,0.081903164,-1.826769886,0.067734375,0.194716346
Nat8l,1004.466228,0.202937187,0.111089154,1.82679568,0.067730496,0.194716346
Vcpkmt,216.2095387,0.209319849,0.114594871,1.826607487,0.067758807,0.194718668
Ep300,2008.792694,0.14994963,0.082117386,1.826039987,0.067844239,0.194895609
Rab18,2807.402776,0.183534983,0.100508675,1.82606112,0.067841056,0.194895609
AI597479,708.3850285,-0.15832689,0.086733171,-1.82544795,0.067933459,0.195064255
Clspn,222.4725659,-0.28777681,0.15764176,-1.825511279,0.067923911,0.195064255
Trappc11,1662.639602,-0.129759522,0.071085031,-1.825412758,0.067938765,0.195064255
Il1f9,22.16138554,-0.447419725,0.245130804,-1.825228479,0.067966558,0.195109762
Acbd7,10.36061515,0.512552801,0.280836679,1.82509209,0.067987134,0.19513454
Cxxc4,743.0863054,0.263009842,0.144123442,1.824892872,0.068017197,0.195152257
Nlrc3,36.80532979,0.41912387,0.229663135,1.824950576,0.068008488,0.195152257
Clvs2,141.3638187,0.29535316,0.161864183,1.824697439,0.0680467,0.195168353
Rfx3,475.1707307,-0.239555071,0.131281031,-1.824750065,0.068038754,0.195168353
Gpc3,2611.19333,0.335168188,0.183702179,1.824519395,0.068073587,0.195211197
Bcap29,325.843284,0.230614106,0.126413993,1.82427674,0.068110245,0.195271108
Ryr2,231.4925553,0.387467405,0.212401352,1.824222877,0.068118384,0.195271108
Eif3b,4931.33568,-0.128909125,0.070669805,-1.82410473,0.068136241,0.195288028
Tceanc2,574.2882694,0.173993703,0.095395016,1.823928659,0.068162858,0.19533005
Gm6712,64.59986269,0.309291017,0.169590613,1.823750811,0.068189753,0.195372852
1700095J03Rik,19.03994823,-0.469488818,0.257524713,-1.823082578,0.068290885,0.195628298
Adamtsl5,76.99645084,0.462754992,0.254014984,1.821762576,0.068491018,0.196023315
Cfl2,4404.576287,0.182151969,0.099995987,1.821592793,0.068516795,0.196023315
Cstf3,1190.880035,-0.137132981,0.075271397,-1.821847161,0.06847818,0.196023315
Disp1,366.9240063,0.222228539,0.12197519,1.821915913,0.068467745,0.196023315
Gck,32.97527297,0.38894833,0.213527164,1.821540282,0.068524769,0.196023315
Vps8,1240.606555,0.144476679,0.079299499,1.821911627,0.068468396,0.196023315
Washc5,1758.501285,0.118727252,0.065176577,1.821624547,0.068511974,0.196023315
Zbed6,1244.763948,0.37103566,0.20363468,1.822065182,0.068445096,0.196023315
Mrpl36,613.1270714,-0.21847354,0.119952289,-1.821336983,0.068555648,0.196070647
Zap70,9.570247566,0.513824206,0.282123609,1.821273331,0.068565318,0.196070647
2610044O15Rik8,206.7703057,-0.230798278,0.126772683,-1.820567906,0.068672565,0.19626333
Afg3l2,1715.497396,0.152188149,0.083596304,1.820512896,0.068680934,0.19626333
Ccn4,436.9447436,0.360737663,0.198159004,1.82044548,0.068691192,0.19626333
Ess2,731.376506,-0.216251324,0.118791008,-1.820435133,0.068692766,0.19626333
Slc19a2,285.0042912,0.385590822,0.211808298,1.820470801,0.068687339,0.19626333
Ttc30b,315.3684981,0.187103965,0.102790747,1.820241325,0.068722262,0.196313272
Tmem120b,490.4943936,0.176219318,0.096826639,1.819946654,0.068767129,0.196407096
Amotl2,5527.562316,0.29405905,0.161588322,1.819803845,0.068788882,0.196434883
1600002K03Rik,73.87365045,-0.309732643,0.170236175,-1.819429059,0.068845997,0.196518486
Cir1,769.1844687,-0.186794557,0.102669632,-1.819374949,0.068854246,0.196518486
Hnrnph1,12455.46426,-0.175022399,0.096195401,-1.819446636,0.068843317,0.196518486
Tnn,20.66106422,0.339260155,0.186479261,1.819291608,0.068866953,0.196520421
Mfsd7a,24.89240234,0.471885326,0.259535533,1.818191601,0.069034853,0.196965141
Akt3,4231.59078,0.174618446,0.096066456,1.817683859,0.069112466,0.197120394
Ipo9,3671.257644,-0.123448495,0.067918449,-1.817598859,0.069125466,0.197120394
Pelo,520.334978,-0.224266373,0.12338305,-1.817643296,0.06911867,0.197120394
Tmem199,669.6447943,-0.154921191,0.085238803,-1.817496092,0.069141186,0.197130813
Akap11,3426.726486,0.257838133,0.141893044,1.817130182,0.069197182,0.19725604
Vps39,1737.60838,-0.130378924,0.071769672,-1.816629783,0.06927382,0.197440055
Top2b,5129.051231,-0.208512589,0.114816833,-1.816045476,0.069363396,0.197660877
Arpp21,299.1849986,0.291825811,0.160715662,1.815789495,0.069402669,0.19770382
Krt90,11.75613464,-0.507304544,0.279375147,-1.815854234,0.069392735,0.19770382
AA543186,11.96792864,-0.502575832,0.276854008,-1.815309938,0.069476293,0.197844552
Atp13a3,1299.342258,0.314128938,0.173040467,1.81534957,0.069470206,0.197844552
Slc25a5,6026.904487,-0.207967414,0.114615699,-1.814475819,0.069604502,0.198175105
Spaca6,46.75634576,-0.342395664,0.188734084,-1.814169735,0.069651598,0.19827464
Pip4p1,1216.953466,0.197858552,0.109081983,1.8138518,0.069700545,0.198379409
Dhx15,3535.469666,-0.133003881,0.07334897,-1.813302633,0.069785157,0.198585633
Psmc3ip,100.4493524,-0.339267018,0.187169572,-1.812618441,0.069890691,0.198810409
Soga3,5633.527561,0.18571449,0.10246012,1.812553895,0.069900654,0.198810409
Zbtb21,790.4624519,0.334011414,0.184272687,1.81259317,0.069894592,0.198810409
Coq10b,555.9126512,0.389549629,0.214940358,1.812361498,0.069930358,0.198860271
Cyren,163.5799895,-0.281393232,0.155306654,-1.811855605,0.070008511,0.198874811
Gbp9,101.6204998,0.398038324,0.219656726,1.812092583,0.069971892,0.198874811
Pnisr,3141.253596,0.343735031,0.189701281,1.811980549,0.069989202,0.198874811
Prpf39,851.332116,0.272761785,0.150537339,1.811921125,0.069998385,0.198874811
Rnf43,16.72339031,0.505393241,0.278897176,1.812113153,0.069968714,0.198874811
Zfp541,3.92068861,0.490175578,0.270527328,1.811926292,0.069997586,0.198874811
Zmynd19,1091.609592,-0.149062315,0.082295865,-1.811297757,0.070094773,0.19908524
Snx15,775.4168598,-0.192568852,0.106376155,-1.81026333,0.070254961,0.199505526
Sp3os,98.64081772,0.32005624,0.176833853,1.809926292,0.070307218,0.199619226
Pmfbp1,149.2482411,0.391397592,0.21631812,1.809361101,0.070394922,0.199798792
Zfp660,155.7381234,-0.297155739,0.164232399,-1.80936125,0.070394899,0.199798792
Ajuba,463.4217545,-0.374586006,0.20703706,-1.80927031,0.070409019,0.19980409
Azi2,1706.896982,0.188761362,0.104340568,1.809088886,0.070437195,0.199814631
Tifa,104.1849235,0.451298418,0.249455718,1.809132387,0.070430439,0.199814631
Ell2,184.3652624,0.396983523,0.219450922,1.808985443,0.070453265,0.199825519
Gm3383,163.4545857,0.33363453,0.184451689,1.808790866,0.0704835,0.19987314
Gmpr2,817.1386127,-0.1530063,0.084593693,-1.808719939,0.070494524,0.19987314
Nsa2,3288.771512,-0.213277777,0.117927653,-1.808547632,0.07052131,0.199914393
Kcnh1,1216.423566,0.201168104,0.11124189,1.80838446,0.070546685,0.199951629
Chd1,1222.107709,0.348287018,0.192630273,1.808059619,0.070597222,0.200025462
Sympk,3582.793176,-0.205616365,0.113717819,-1.808127925,0.070586593,0.200025462
Dgkk,16.33336194,0.496115558,0.274418243,1.807881114,0.070625006,0.200069485
Tmem245,772.4095056,0.281111819,0.15551613,1.807605543,0.070667915,0.200156333
Ska1,76.23704323,-0.302080152,0.167131831,-1.807436379,0.070694266,0.200165499
Zik1,533.0975847,-0.187645191,0.103818934,-1.807427459,0.070695656,0.200165499
Nupr1l,14.51369553,-0.499828024,0.27656625,-1.807263264,0.070721241,0.200203243
Clcn4,3559.420742,0.136865237,0.075740489,1.807028689,0.070757806,0.200272051
Usp29,213.404682,0.282542014,0.156373978,1.806835242,0.070787972,0.200322726
Abraxas2,586.5603105,-0.155904574,0.086296567,-1.80661385,0.070822509,0.200351052
Ubxn4,2259.263674,-0.135024566,0.074738755,-1.806620483,0.070821474,0.200351052
Cadps2,245.0627736,0.291612587,0.161421754,1.806525948,0.070836225,0.20035516
Npm3,379.3497385,-0.285857914,0.15824888,-1.806381913,0.070858705,0.20038405
A130010J15Rik,223.0761284,-0.293143764,0.162290573,-1.806289537,0.070873125,0.200390143
9930104L06Rik,401.3194075,-0.167218432,0.092587386,-1.806060614,0.070908872,0.200401114
Acot1,1172.483221,-0.282431125,0.156389184,-1.805950499,0.070926072,0.200401114
Ints8,1142.643135,-0.153889743,0.085212203,-1.805958972,0.070924748,0.200401114
Kif3a,4854.830542,0.190705835,0.1055985,1.805952117,0.070925819,0.200401114
Hyal2,637.9064,-0.334886629,0.185463193,-1.805677034,0.070968802,0.200487173
Ctnnb1,17349.00259,-0.124001678,0.068686006,-1.805341219,0.071021303,0.200600801
Kctd15,1481.735188,-0.168444174,0.093333141,-1.804762736,0.071111818,0.200787032
Tshr,9.683581782,0.506605944,0.280693825,1.804834662,0.071100559,0.200787032
Dmxl1,806.1174305,0.318569227,0.176582506,1.804081471,0.071218536,0.201053607
Pcdhb16,122.2561525,0.382274286,0.211910545,1.803941776,0.071240435,0.201080682
Gjc2,9.419009248,0.508752507,0.282109922,1.803383953,0.071327936,0.201292881
Hspb1,315.1995534,0.415913618,0.230691064,1.802903027,0.071403446,0.201366838
Irak1,972.3410586,0.151169627,0.083845001,1.802965288,0.071393666,0.201366838
Nucks1,2663.705738,-0.174855971,0.096976242,-1.803080507,0.071375572,0.201366838
Stk17b,224.3440947,0.441158756,0.244686032,1.802958477,0.071394736,0.201366838
Hba-a1,45601.5295,0.478649808,0.265535403,1.802583768,0.071453608,0.201473524
Gja5,50.2188753,-0.486747604,0.270045913,-1.802462399,0.071472685,0.201483302
Scai,977.3926816,0.320704507,0.177931455,1.802404791,0.071481742,0.201483302
Csf1,578.3997185,0.372671291,0.206836825,1.801764705,0.071582433,0.201732311
Asb8,787.0808883,-0.211461833,0.117369288,-1.80167944,0.071595855,0.201735336
Pnpla2,280.9036821,-0.238459529,0.132368553,-1.801481719,0.071626986,0.201788252
Pabpc4l,72.29376657,-0.379166796,0.210489145,-1.801360326,0.071646105,0.201807314
Ciao2a,728.5051707,-0.224053945,0.12441688,-1.800832368,0.071729305,0.20197636
Qprt,11.95995856,0.508875827,0.282585639,1.800784457,0.07173686,0.20197636
Zfand1,387.1230024,-0.175710635,0.097576678,-1.800744186,0.07174321,0.20197636
Ipo13,1666.305211,-0.140382081,0.077964972,-1.800578882,0.07176928,0.202014943
Gm13848,10.99642965,0.509216024,0.282823852,1.800470581,0.071786365,0.202028224
Zic1,1536.788351,-0.46679019,0.259300664,-1.800188951,0.071830808,0.202118482
Bbof1,35.24326422,0.402546566,0.223662595,1.799793864,0.071893193,0.202259187
Rspo1,52.85819473,0.437188347,0.242985227,1.799238384,0.07198098,0.202471293
Cd248,853.0819598,0.210598736,0.11707641,1.798814444,0.072048038,0.202623514
Tfrc,2137.571555,0.291647092,0.162139707,1.798739473,0.072059902,0.202623514
1700001G11Rik,7.911283562,-0.506619259,0.281666069,-1.798652073,0.072073735,0.202627535
Tonsl,290.7322146,0.286590237,0.159388124,1.798065182,0.072166679,0.202853929
Cdc42ep3,533.4564842,0.297576271,0.165517631,1.797852406,0.0722004,0.202878924
Cep120,2409.841214,0.178472767,0.099269979,1.797852356,0.072200408,0.202878924
Gipr,24.20531271,-0.498058965,0.277045671,-1.797750396,0.072216571,0.202889445
Pycrl,708.3723916,-0.178073295,0.099061165,-1.797609531,0.072238907,0.202917301
Rcn3,2192.76258,0.245013891,0.136313688,1.797426912,0.072267872,0.202963764
Ptchd4,41.63888889,0.466529555,0.259691184,1.796478212,0.072418495,0.20335183
Yap1,1287.654746,-0.208445837,0.116048984,-1.796188373,0.072464563,0.203446222
Chic1,241.1596733,-0.294429735,0.163951447,-1.795834922,0.072520775,0.203569055
Snai1,80.33064575,-0.449468502,0.250393978,-1.795045175,0.072646503,0.203886946
Kyat3,167.561503,-0.221311908,0.123303201,-1.794859388,0.072676106,0.203934995
Aifm2,149.2187568,-0.26559492,0.147997136,-1.794595005,0.07271825,0.204018211
Eno3,195.2713561,0.227785166,0.126935672,1.794492921,0.072734527,0.204028842
Dynll1,7434.643049,-0.195874883,0.109172883,-1.794171575,0.072785788,0.204137581
Fbxo44,939.846843,0.162448926,0.09055013,1.794022003,0.072809657,0.204165367
Inpp5j,125.1222711,0.335482194,0.187007249,1.793952888,0.072820689,0.204165367
Mrpl3,1465.692188,-0.147957145,0.082479532,-1.793864989,0.072834721,0.20416967
Arhgef37,117.588392,0.30923874,0.172396968,1.793759729,0.072851527,0.204176396
Ncaph,515.8670185,-0.222059258,0.123800007,-1.79369342,0.072862116,0.204176396
Ambra1,1766.097012,-0.196819748,0.109738849,-1.793528449,0.072888466,0.204215206
Efcab12,134.5202208,0.338039141,0.188512736,1.793189937,0.072942559,0.204331718
Slc25a37,552.8035229,0.247674355,0.138185666,1.792330294,0.073080073,0.204681838
Rpp30,288.3024235,-0.197598957,0.110252344,-1.792242687,0.0730941,0.204686031
Nupr1,72.23476884,0.458407045,0.25580121,1.792044085,0.073125904,0.20474
Hes1,1115.377368,0.495013177,0.276253834,1.791878034,0.073152505,0.204779383
Alkal2,15.13978536,0.500230746,0.279179891,1.791786451,0.07316718,0.204785372
Acad8,543.7440268,-0.194273013,0.108436543,-1.791582495,0.073199869,0.204841772
Ldoc1,14.05325727,0.506382765,0.282668742,1.791435306,0.073223467,0.204872716
Pdcd2l,446.2244356,-0.208816535,0.116597787,-1.790913365,0.073307199,0.205071867
Dnajc7,4791.564168,-0.12375208,0.06910908,-1.790677583,0.073345049,0.205115345
Pnma2,1236.63036,0.208726451,0.116563969,1.79066013,0.073347851,0.205115345
Ywhag,26383.84963,0.202808265,0.113269066,1.790500015,0.073373565,0.205152136
Dusp10,704.6895046,0.479243241,0.26767171,1.790414236,0.073387343,0.205155549
Ednra,298.5821414,0.256126415,0.143117065,1.789628756,0.073513613,0.205393368
Elovl5,3173.74528,0.175746533,0.098205889,1.789572244,0.073522704,0.205393368
Entpd5,455.448438,0.220457764,0.123189594,1.78958106,0.073521286,0.205393368
Il1rl1,4.153137032,0.471107051,0.263242276,1.789632951,0.073512938,0.205393368
Kmt5a,2100.939246,-0.108358546,0.060564832,-1.789133093,0.073593384,0.20555567
Ube2i,5736.270698,-0.139848314,0.078176357,-1.788882453,0.073633748,0.205633256
Sdk1,4863.224001,-0.262590856,0.146815158,-1.788581364,0.073682261,0.205733568
Usp4,2678.860016,-0.139246903,0.077860853,-1.788407111,0.07371035,0.205776826
Slc25a36,1387.481185,0.288783115,0.161537706,1.787713354,0.073822266,0.206054051
Mical3,2294.690813,0.253708024,0.141925585,1.787613021,0.073838463,0.206064055
Rpl36a,5600.808823,-0.277067747,0.155066452,-1.786767822,0.073975022,0.206409895
Bcs1l,293.2755565,-0.203202881,0.113736897,-1.786604753,0.074001393,0.206448217
Dele1,1039.321629,-0.168963951,0.094595464,-1.786173917,0.074071103,0.206548306
Dock8,66.24292782,0.345495384,0.193430368,1.786148612,0.074075199,0.206548306
Vps13b,1080.256582,0.29886643,0.167313098,1.786270376,0.074055491,0.206548306
Thoc6,752.9737427,-0.217782961,0.121943323,-1.785935932,0.074109632,0.206609055
Lrrfip1,380.956611,0.22925398,0.128380516,1.78573811,0.074141672,0.20666311
Zfp526,288.7375686,-0.236725901,0.132586989,-1.785438395,0.074190235,0.2067632
Mvd,1503.107885,-0.153270567,0.085850859,-1.785311975,0.074210728,0.206785034
Yeats2,1834.903961,-0.168726199,0.094526942,-1.784953542,0.074268853,0.206911707
Sorbs3,412.5134395,0.27640845,0.154862793,1.784860291,0.074283981,0.206918567
Foxj2,757.2073224,0.176857877,0.09910407,1.784567244,0.074331539,0.207015742
Tbx3,1268.206682,-0.21751237,0.121892858,-1.784455414,0.074349693,0.207019965
Ufm1,1974.666102,0.196993938,0.110397747,1.784401802,0.074358398,0.207019965
Syndig1,44.2029073,0.392796763,0.220140853,1.784297452,0.074375344,0.207031862
Gpr84,8.371517323,0.504549486,0.282818664,1.784003499,0.074423097,0.207084748
Pcdh18,762.992545,-0.284630835,0.159537866,-1.784095791,0.074408101,0.207084748
Rln1,48.98593774,-0.456468004,0.255875399,-1.783946428,0.074432371,0.207084748
Trpc5,28.30907982,0.465047014,0.260715634,1.783732746,0.074467102,0.207146101
Alpk1,62.88339501,0.327696118,0.183746465,1.783414543,0.074518848,0.207184209
Atp4a,61.69808017,0.318822827,0.17876326,1.783491907,0.074506264,0.207184209
Gpr35,26.97618435,0.453249,0.25414183,1.78344903,0.074513238,0.207184209
Scube3,1215.835723,-0.193535941,0.108527164,-1.783294937,0.074538305,0.207203044
Kcmf1,1569.587171,0.141872421,0.079563918,1.783125127,0.074565937,0.207209358
Rbm42,2352.477833,-0.153973514,0.086351438,-1.783103068,0.074569527,0.207209358
Taf7,872.5196621,0.290071859,0.162684635,1.783031682,0.074581146,0.207209358
Tm9sf2,2594.962872,0.121783169,0.068303572,1.782969244,0.07459131,0.207209358
Frem1,229.7943606,0.3241829,0.181837832,1.782813268,0.074616705,0.207244664
Rassf3,678.0298945,-0.264854769,0.148572157,-1.782667597,0.074640429,0.207275317
Sufu,927.960143,-0.243594557,0.136687842,-1.782123074,0.074729164,0.207486463
Rcc1,711.9238062,-0.208611815,0.117076297,-1.781844995,0.074774512,0.207577096
Phospho1,34.28250415,0.478765444,0.26877492,1.781287644,0.074865472,0.207692793
Rnf207,60.17674091,0.36813571,0.206653758,1.781413089,0.074844992,0.207692793
Trim65,80.07955161,-0.397049209,0.222901311,-1.781278032,0.074867041,0.207692793
Zfp282,1704.676544,-0.179109147,0.100543784,-1.781404488,0.074846396,0.207692793
Dnajc9,1067.47487,-0.191399731,0.10746781,-1.780995925,0.074913116,0.207785328
2810414N06Rik,27.24579925,-0.42626201,0.239436517,-1.780271513,0.075031537,0.20799391
Atn1,4220.665428,0.278690197,0.156545223,1.780253599,0.075034467,0.20799391
Hist1h4c,11.46706238,-0.502490446,0.282262418,-1.780224407,0.075039243,0.20799391
Prrxl1,4060.597716,-0.161880406,0.090930506,-1.780265094,0.075032587,0.20799391
Sp2,528.8314056,0.177058439,0.099465367,1.780101395,0.075059368,0.208014402
Hmgn2,7607.594404,-0.218364614,0.122703204,-1.779616238,0.075138787,0.20819918
Mlycd,303.7689482,-0.232359299,0.13069263,-1.777906665,0.075419185,0.208940687
Angptl1,119.5233602,0.455914577,0.256454595,1.777759438,0.075443373,0.208972259
Zfp809,98.81050016,-0.338101511,0.190194075,-1.777665848,0.075458752,0.208979425
Shcbp1,137.9724601,-0.289161136,0.162716096,-1.777089933,0.075553444,0.209206207
Ccdc18,51.69798698,-0.347812677,0.195793279,-1.776428067,0.075662388,0.209472367
Trafd1,1391.681508,-0.154258103,0.086871715,-1.775699996,0.075782378,0.209769012
Arnt,1228.454066,0.16696495,0.094047735,1.775321339,0.075844844,0.209906355
Car11,1149.564163,0.208197933,0.117280817,1.775208744,0.075863427,0.209922222
2610020C07Rik,43.09307548,-0.37690757,0.212377661,-1.774704407,0.075946707,0.209942581
Abcb10,863.9766082,0.161246373,0.090854846,1.774769083,0.075936023,0.209942581
Flt1,585.9772712,0.402262016,0.226637405,1.774914495,0.075912007,0.209942581
Itsn2,799.8500181,0.281305433,0.158508969,1.774697257,0.075947889,0.209942581
Map6,7969.205116,0.227953258,0.128433888,1.77486847,0.075919608,0.209942581
Rock2,1751.026554,0.304120472,0.17135875,1.774758933,0.0759377,0.209942581
Jsrp1,13.09922682,0.501113253,0.282500439,1.773849465,0.076088054,0.210294456
Fpgt,254.7942334,0.272687085,0.153734899,1.773748751,0.076104719,0.210304937
Ranbp3,1963.850355,-0.166837213,0.094077609,-1.773399802,0.076162482,0.210428964
Rilpl1,465.9248621,-0.188371944,0.106250665,-1.772901317,0.07624506,0.2106215
Lrrtm4,73.62490322,0.356064844,0.200866994,1.772639877,0.0762884,0.210705593
Impg2,24.82465199,-0.481491108,0.271646198,-1.772493453,0.076312681,0.21073703
Lgalsl,1517.195191,0.203977301,0.115128807,1.771731213,0.076439186,0.211009982
Mospd3,477.9290474,0.231099153,0.130432446,1.771791913,0.076429105,0.211009982
Peg3os,21.66556533,0.488880888,0.275956511,1.771586709,0.076463188,0.211009982
Siglech,11.62549714,0.500849551,0.282708752,1.771609642,0.076459378,0.211009982
Gp1ba,108.4156795,0.342275117,0.193220969,1.77141808,0.076491204,0.211051647
Dqx1,133.8647628,-0.225897815,0.127544607,-1.771127929,0.076539431,0.211149051
Arhgef4,407.8363214,0.258299446,0.145859993,1.770872468,0.076581912,0.211159273
Bbs1,486.6651666,-0.217874725,0.123025793,-1.770967857,0.076566047,0.211159273
Neo1,4062.257393,0.166611692,0.094082949,1.770902099,0.076576983,0.211159273
Traf1,77.67658627,0.332104284,0.187558709,1.770668429,0.076615855,0.211217217
Slc22a5,495.758258,0.178700784,0.100951027,1.770173018,0.076698323,0.211408891
Fancg,277.4827685,-0.250888506,0.141763237,-1.769771285,0.076765249,0.211557672
Arhgap12,1168.932284,0.210869523,0.119165524,1.769551427,0.076801897,0.211577222
Esrrg,144.3549545,0.357940578,0.202287457,1.769465013,0.076816305,0.211577222
Kbtbd4,508.8150008,-0.213083069,0.120425513,-1.769417985,0.076824146,0.211577222
Maats1,13.05801211,0.499867984,0.28248906,1.769512716,0.076808351,0.211577222
Actn1,980.627038,-0.168273294,0.095122659,-1.769013776,0.076891576,0.211727233
D630045J12Rik,1371.796191,0.238321823,0.134750561,1.768614707,0.076958195,0.211874963
Slc6a3,8.258724818,0.499802694,0.282616835,1.768481678,0.076980413,0.211900421
Pklr,31.89036559,0.492373687,0.278449192,1.768271199,0.077015576,0.211956173
Vps33b,424.2261827,-0.212425849,0.120136428,-1.768205145,0.077026614,0.211956173
Rhbdd3,260.474877,0.229607259,0.129888024,1.767732328,0.077105663,0.212137961
Pan3,882.7875747,0.218547341,0.123648648,1.7674867,0.077146755,0.212215277
Cnih2,2762.038942,0.148467301,0.084009429,1.767269484,0.077183108,0.212279534
Hmgcr,6968.077994,0.233712458,0.132262365,1.767036743,0.077222075,0.212281792
Purb,2940.810935,0.33494297,0.189549615,1.767046431,0.077220453,0.212281792
Tmem9b,1240.332085,0.151326306,0.085638702,1.767031754,0.077222911,0.212281792
Get4,1534.829845,0.129049449,0.07303962,1.766841741,0.077254736,0.21233355
Ccnt2,1527.032427,-0.163663744,0.092643382,-1.766599404,0.077295341,0.212399614
Tunar,450.0574446,0.208817978,0.118207122,1.766543116,0.077304775,0.212399614
Aifm3,49.81777015,0.49363911,0.279500359,1.766148391,0.077370957,0.21245988
Col18a1,5102.046421,0.212672444,0.120418442,1.766111908,0.077377076,0.21245988
Etv4,1100.571595,0.195744646,0.110830732,1.766158562,0.077369251,0.21245988
Slc12a4,559.9123588,0.254575319,0.144145305,1.766102057,0.077378728,0.21245988
Hagh,473.8683596,0.169941493,0.09622829,1.766024243,0.077391782,0.212460013
Chl1,357.9350931,0.423504624,0.239827353,1.765872898,0.077417175,0.212494017
Rbm17,2060.724339,-0.112599822,0.063776402,-1.76554053,0.077472965,0.212611427
4632404H12Rik,87.12291437,-0.316050083,0.179118101,-1.764478748,0.07765141,0.213065349
Smu1,1726.338857,-0.153096795,0.086773263,-1.764331428,0.077676196,0.213097566
Atp1b2,561.279171,0.236308762,0.134017153,1.763272511,0.077854539,0.213546539
Rhox5,10.42707119,-0.498597138,0.282778951,-1.763204569,0.077865993,0.213546539
Pcdhgb6,946.2687867,0.244802478,0.138871838,1.762794263,0.077935195,0.213700451
Col4a3bp,1723.081274,0.246808196,0.140032629,1.762504907,0.077984028,0.213798467
Psenen,1001.712504,-0.159526368,0.090520888,-1.76231554,0.078016,0.213850233
Zfp987,7.579747949,-0.498174193,0.282726687,-1.762034558,0.078063459,0.213944427
Dcun1d3,563.617842,-0.210700244,0.119588989,-1.761869939,0.078091275,0.213948877
Hdgfl2,1827.802119,-0.170243031,0.096624642,-1.761900759,0.078086066,0.213948877
Slc17a6,3354.309933,0.212442542,0.120611602,1.76137733,0.078174559,0.214141143
Tbccd1,406.2837873,-0.238194484,0.135268365,-1.760903099,0.078254805,0.214325022
Prr36,1366.553241,-0.379588026,0.215612905,-1.76050699,0.078321883,0.214472781
Ahsa1,3019.391801,-0.125177037,0.071124194,-1.75997829,0.078411488,0.214682164
Gm3500,32.86148506,0.466238397,0.264940722,1.759783826,0.078444466,0.214736469
Zfp275,1345.922797,-0.140600961,0.079933091,-1.758983155,0.07858037,0.215072458
Rmi2,41.47252905,-0.395161718,0.224666524,-1.75888117,0.078597694,0.215083841
Ints4,1156.386261,-0.188467496,0.107169456,-1.758593383,0.078646598,0.21516226
Mtcl1,3757.530266,0.237812264,0.135231438,1.758557534,0.078652691,0.21516226
Cplane1,1485.059336,0.253918324,0.144407583,1.758344814,0.078688857,0.215225156
Fsd1,1607.200441,0.130414577,0.074173801,1.758229665,0.07870844,0.215242681
Erbb3,2732.618958,-0.306718832,0.174456394,-1.758140386,0.078723626,0.215248179
Rps6,18514.00386,-0.252118685,0.143427412,-1.757813809,0.078779195,0.215364074
Aaas,473.8310077,-0.163944122,0.093290604,-1.757348711,0.07885839,0.215544506
Ddhd2,1108.910421,0.166192726,0.094599365,1.756805936,0.078950893,0.215725161
Efr3a,664.5321368,0.202941968,0.115516644,1.756820147,0.07894847,0.215725161
Pan2,832.3641977,-0.173410042,0.098736999,-1.756282283,0.079040221,0.215933125
Alox12b,11.04623247,0.496680995,0.282853388,1.755966223,0.079094176,0.2160444
Ext1,1219.813198,0.1915647,0.109103699,1.755803892,0.0791219,0.216076669
Ift22,477.8844693,-0.182540359,0.103967634,-1.755742173,0.079132442,0.216076669
Gm12070,17.81449284,0.48709947,0.277458969,1.755572985,0.079161348,0.216119477
Krt13,5.733786308,-0.494251698,0.281585117,-1.755247945,0.079216906,0.216197957
Mapk8ip1,12166.87045,-0.162930779,0.092843496,-1.75489708,0.079276914,0.216197957
Pdzph1,14.5749743,-0.490096187,0.279315801,-1.754631084,0.079322431,0.216197957
Pex2,727.6474396,-0.203664054,0.116043065,-1.755073041,0.079246815,0.216197957
Pold2,523.6829065,-0.201115528,0.114599762,-1.754938437,0.079269839,0.216197957
Skil,2256.934025,0.472169829,0.269089524,1.754694206,0.079311628,0.216197957
Stk19,352.2335069,0.238724275,0.136052188,1.754652226,0.079318812,0.216197957
Tchp,506.1856931,-0.206595948,0.117716562,-1.755028727,0.079254394,0.216197957
Tmem201,1705.972883,0.182923517,0.104249212,1.754675288,0.079314865,0.216197957
Tns3,1829.949892,0.229296736,0.130659928,1.754912462,0.079274282,0.216197957
Papss2,68.62712252,0.439310129,0.250390941,1.754496894,0.079345402,0.216224492
A930012L18Rik,26.25939606,-0.429241513,0.244691733,-1.754213388,0.07939395,0.216320708
Rpf2,647.7520981,-0.165558299,0.094393592,-1.753914601,0.079445141,0.216424091
